"Township","Area","State","Median_Price","Median_PSF","Transactions","Multi_Type","Primary_Type","Freehold","Leasehold","Primary_Tenure","Log_Median_Price","Log_Median_PSF","Log_Transactions"
"bandar sri putra","bangi","selangor",615000,335,20,1,"terrace house",1,0,1,13.3293775467887,5.81413053182507,2.99573227355399
"tropicana danga cove","masai","johor",767500,501,20,0,"terrace house",1,0,1,13.5508937584435,6.21660610108486,2.99573227355399
"panorama lapangan saujana (green park)","ipoh","perak",638800,236,20,0,"cluster house",0,1,0,13.367346695323,5.46383180502561,2.99573227355399
"taman gembira","tampoi","johor",432500,283,20,0,"terrace house",1,0,1,12.9773376053541,5.64544689764324,2.99573227355399
"taman seri bayu","sungai petani","kedah",2e+05,164,20,0,"terrace house",1,0,1,12.2060726455302,5.0998664278242,2.99573227355399
"taman ipoh selatan","ipoh","perak",397500,203,20,0,"terrace house",1,0,1,12.8929502130765,5.31320597904179,2.99573227355399
"taman tangkak jaya - tr 381","tangkak","johor",287500,184,20,0,"terrace house",1,0,1,12.5689781392195,5.21493575760899,2.99573227355399
"bandar hillpark","bandar puncak alam","selangor",560000,341,20,0,"terrace house",0,1,0,13.2356920627113,5.83188247728352,2.99573227355399
"tamu hill park","batang kali","selangor",4e+05,244,20,0,"terrace house",1,0,1,12.8992198260901,5.4971682252932,2.99573227355399
"taman munsyi ibrahim","tampoi","johor",375000,406,20,0,"terrace house",1,0,1,12.8346813049525,6.00635315960173,2.99573227355399
"taman merdeka","batu berendam","melaka",326500,182,20,1,"terrace house",0,1,0,12.6961852276986,5.2040066870768,2.99573227355399
"setia eco cascadia","tebrau","johor",814300,462,20,0,"terrace house",1,0,1,13.6100841274552,6.13556489108174,2.99573227355399
"d'putra suites","senai","johor",528900,520,20,0,"service residence",1,0,1,13.1785546570541,6.25382881157547,2.99573227355399
"m condominium @ larkin","johor bahru","johor",485000,439,20,0,"condominium",0,1,0,13.0919041699196,6.08449941307517,2.99573227355399
"kuchai avenue","kuchai lama","kuala lumpur",580000,626,20,0,"service residence",1,0,1,13.2707833825226,6.4393503711001,2.99573227355399
"paragon residences @ straits view","johor bahru","johor",942450,611,20,0,"service residence",1,0,1,13.7562381464992,6.4150969591716,2.99573227355399
"desa satu","kepong","selangor",166500,253,20,0,"flat",1,0,1,12.0227505884026,5.53338948872752,2.99573227355399
"taman tun hussein onn","perai","penang",110000,195,20,0,"flat",1,0,1,11.6082356447746,5.27299955856375,2.99573227355399
"sri panglima","johor bahru","johor",240000,265,20,0,"apartment",0,1,0,12.3883942023241,5.57972982598622,2.99573227355399
"desa impiana","puchong","selangor",4e+05,340,20,0,"condominium",1,0,1,12.8992198260901,5.82894561761021,2.99573227355399
"samudera 1","seri manjong","perak",223300,239,20,0,"apartment",1,0,1,12.3162714378282,5.47646355193151,2.99573227355399
"laguna condo resort","port dickson","negeri sembilan",95000,117,20,0,"condominium",1,0,1,11.4616321705827,4.76217393479776,2.99573227355399
"ridzuan condominium","bandar sunway","selangor",5e+05,420,20,0,"condominium",0,1,0,13.1223633774043,6.04025471127741,2.99573227355399
"costa mahkota","melaka city","melaka",204500,336,20,0,"apartment",0,1,0,12.228323254465,5.8171111599632,2.99573227355399
"subang perdana goodyear court 7","subang jaya","selangor",376500,393,20,0,"apartment",1,0,1,12.8386733262221,5.97380961186926,2.99573227355399
"suria kipark damansara","kepong","selangor",445000,454,20,0,"apartment",1,0,1,13.0058295611484,6.11809719804135,2.99573227355399
"jade view","gelugor","penang",293500,426,20,0,"apartment",1,0,1,12.5896329182503,6.05443934626937,2.99573227355399
"apartment sri rakyat","bukit jalil","kuala lumpur",235000,352,20,0,"apartment",1,0,1,12.3673407931263,5.8636311755981,2.99573227355399
"rumah pangsa college heights pajam","mantin","negeri sembilan",70000,114,20,0,"flat",1,0,1,11.1562505210315,4.7361984483945,2.99573227355399
"rhythm avenue","subang jaya","selangor",290000,378,20,0,"service residence",1,0,1,12.5776362019627,5.93489419561959,2.99573227355399
"taman soga","batu pahat","johor",330000,208,19,0,"terrace house",1,0,1,12.7068479334427,5.33753807970132,2.94443897916644
"taman wangsa permai","kepong","selangor",737000,488,19,0,"terrace house",0,1,0,13.5103431711715,6.19031540585315,2.94443897916644
"garden homes @ seremban 2","seremban 2","negeri sembilan",370000,220,19,0,"terrace house",1,0,1,12.8212582846204,5.39362754635236,2.94443897916644
"taman bintulu jaya","bintulu","sarawak",80000,44,19,0,"terrace house",1,0,1,11.289781913656,3.78418963391826,2.94443897916644
"atabara residence fasa 8 (pl 76003)","kuantan","pahang",325000,163,19,0,"terrace house",1,0,1,12.6915804613119,5.09375020080676,2.94443897916644
"hutan melintang residence","hutan melintang","perak",438800,136,19,1,"terrace house",1,0,1,12.9917990073832,4.91265488573605,2.94443897916644
"taman kota permai","bukit mertajam","penang",470000,300,19,1,"terrace house",1,0,1,13.0604879736862,5.7037824746562,2.94443897916644
"bandar baru sungai buloh","sungai buloh","selangor",440000,315,19,0,"terrace house",0,1,0,12.9945300058944,5.75257263882563,2.94443897916644
"taman johor","tampoi","johor",5e+05,259,19,1,"terrace house",1,0,1,13.1223633774043,5.55682806169954,2.94443897916644
"bangsar baru","bangsar","kuala lumpur",1710000,814,19,1,"terrace house",1,0,1,14.3520039284788,6.70196036600254,2.94443897916644
"taman serai perdana","bagan serai","perak",263800,169,19,1,"terrace house",1,0,1,12.4829465192654,5.12989871492307,2.94443897916644
"taman permai utama","gurun","kedah",220000,154,19,1,"semi d",1,0,1,12.3013828253345,5.03695260241363,2.94443897916644
"taman seri kerubung","krubong","melaka",240000,197,19,0,"terrace house",1,0,1,12.3883942023241,5.28320372873799,2.94443897916644
"kenyalang park","kuching","sarawak",420000,220,19,1,"terrace house",0,1,0,12.9480099902596,5.39362754635236,2.94443897916644
"central city","kota samarahan","sarawak",350000,205,19,0,"terrace house",1,0,1,12.7656884334656,5.32300997913841,2.94443897916644
"minden heights","gelugor","penang",2200000,465,19,1,"bungalow",1,0,1,14.6039679183285,6.14203740558736,2.94443897916644
"bukit rimau","klang","selangor",960000,410,19,1,"terrace house",1,0,1,13.774688563444,6.01615715969835,2.94443897916644
"taman bahau","bahau","negeri sembilan",183000,155,19,0,"terrace house",1,0,1,12.1172414318236,5.04342511691925,2.94443897916644
"taman nesa","skudai","johor",380000,292,19,0,"terrace house",1,1,1,12.8479265317026,5.67675380226828,2.94443897916644
"taman krubong perdana","krubong","melaka",443800,317,19,1,"bungalow",1,0,1,13.0031292894806,5.75890177387728,2.94443897916644
"setia indah 9","setia alam","selangor",1050000,608,19,0,"terrace house",1,0,1,13.8643007221337,6.41017488196617,2.94443897916644
"taman bukit sendayan","bandar sri sendayan","negeri sembilan",250000,192,19,0,"terrace house",0,1,0,12.4292161968444,5.25749537202778,2.94443897916644
"taman senai utama","kulai","johor",420000,260,19,0,"terrace house",1,0,1,12.9480099902596,5.56068163101553,2.94443897916644
"taman megah jaya","tawau","sabah",4e+05,220,19,1,"terrace house",0,1,0,12.8992198260901,5.39362754635236,2.94443897916644
"taman desa palma","tebrau","johor",577150,372,19,0,"terrace house",1,0,1,13.2658574770431,5.91889385427315,2.94443897916644
"bukit bandaraya","bangsar","kuala lumpur",2500000,751,19,1,"bungalow",1,0,1,14.7318012898384,6.62140565176413,2.94443897916644
"taman chai leng","perai","penang",490000,265,19,0,"terrace house",1,0,1,13.1021606700868,5.57972982598622,2.94443897916644
"taman selayang jaya","selayang","selangor",680000,551,19,0,"terrace house",1,0,1,13.4298480771523,6.31173480915291,2.94443897916644
"taman anggun","rawang","selangor",837000,409,19,0,"terrace house",1,0,1,13.6375793494716,6.0137151560428,2.94443897916644
"taman seri aman","masjid tanah","melaka",2e+05,142,19,0,"terrace house",1,0,1,12.2060726455302,4.95582705760126,2.94443897916644
"taman kluang indah","kluang","johor",250000,209,19,0,"terrace house",1,0,1,12.4292161968444,5.34233425196481,2.94443897916644
"taman sri mawar i","seremban","negeri sembilan",250000,182,19,0,"terrace house",1,0,1,12.4292161968444,5.2040066870768,2.94443897916644
"taman saujana indah","bukit katil","melaka",315000,194,19,1,"terrace house",1,0,1,12.6603279178078,5.26785815906333,2.94443897916644
"taman muda","ampang","selangor",5e+05,590,19,0,"terrace house",0,1,0,13.1223633774043,6.38012253689976,2.94443897916644
"seksyen 3 bandar baru bangi","bangi","selangor",590000,357,19,0,"terrace house",0,1,0,13.2878778158819,5.87773578177964,2.94443897916644
"taman cheras jaya","balakong","selangor",425000,249,19,0,"terrace house",0,1,0,12.9598444479066,5.51745289646471,2.94443897916644
"kota warisan","dengkil","selangor",5e+05,260,19,1,"semi d",1,0,1,13.1223633774043,5.56068163101553,2.94443897916644
"taman puteri","kluang","johor",160000,128,19,0,"terrace house",1,0,1,11.982929094216,4.85203026391962,2.94443897916644
"taman malihah","kuching","sarawak",248000,133,19,0,"terrace house",0,1,0,12.4211840251471,4.89034912822175,2.94443897916644
"arcoris residences","mont kiara","kuala lumpur",1010000,1106,19,0,"service residence",1,0,1,13.8254608888174,7.00850518208228,2.94443897916644
"putri ria apartment","masai","johor",265000,281,19,0,"apartment",1,0,1,12.4874851049684,5.63835466933375,2.94443897916644
"sky view","iskandar puteri (nusajaya)","johor",410000,515,19,0,"service residence",1,0,1,12.9239124386805,6.24416690066374,2.94443897916644
"taman setia jaya","alor setar","kedah",68000,124,19,0,"flat",1,0,1,11.1272629841582,4.82028156560504,2.94443897916644
"28 mont kiara @ mk28","mont kiara","kuala lumpur",2050000,756,19,0,"condominium",1,0,1,14.5333503511146,6.62804137617953,2.94443897916644
"prima setapak flat","setapak","kuala lumpur",350000,301,19,1,"flat",0,1,0,12.7656884334656,5.70711026474888,2.94443897916644
"the spring","jelutong","penang",520000,551,19,0,"condominium",0,1,0,13.1615840905576,6.31173480915291,2.94443897916644
"vista lavender","bandar kinrara","selangor",2e+05,235,19,0,"apartment",0,1,0,12.2060726455302,5.45958551414416,2.94443897916644
"the capers @ sentul east","sentul","kuala lumpur",760000,590,19,0,"condominium",1,0,1,13.5410737122625,6.38012253689976,2.94443897916644
"seri mutiara","setia alam","selangor",330000,348,19,0,"apartment",1,0,1,12.7068479334427,5.85220247977447,2.94443897916644
"taman penampang apartment","penampang","sabah",340000,336,19,0,"apartment",0,1,0,12.7367008965923,5.8171111599632,2.94443897916644
"vista seri melalin","tuaran","sabah",290000,287,19,0,"apartment",0,1,0,12.5776362019627,5.65948221575962,2.94443897916644
"selesa i resort apartment (pangsapuri damai mewah b)","kajang","selangor",290000,302,19,0,"apartment",1,0,1,12.5776362019627,5.71042701737487,2.94443897916644
"taman ketiau","penampang","sabah",190000,284,19,0,"flat",0,1,0,12.1547793511426,5.64897423816121,2.94443897916644
"miami green","batu ferringhi","penang",530000,447,19,0,"condominium",1,0,1,13.1806322855283,6.10255859461357,2.94443897916644
"pelangi heights","klang","selangor",375000,325,19,0,"apartment",1,0,1,12.8346813049525,5.78382518232974,2.94443897916644
"sandilands","georgetown","penang",838000,623,19,0,"condominium",1,0,1,13.6387733794642,6.43454651878745,2.94443897916644
"taman melor","tampoi","johor",115000,232,19,0,"flat",0,1,0,11.6526874073454,5.44673737166631,2.94443897916644
"apartment dahlia","serendah","selangor",65000,86,19,0,"flat",1,0,1,11.0821425488778,4.45434729625351,2.94443897916644
"taman pd utama","port dickson","negeri sembilan",195000,136,18,0,"terrace house",1,0,1,12.1807548375459,4.91265488573605,2.89037175789616
"ss18","subang jaya","selangor",810000,463,18,1,"terrace house",1,0,1,13.6047895266486,6.13772705408623,2.89037175789616
"ss1 petaling jaya","petaling jaya","selangor",1365000,310,18,1,"bungalow",1,0,1,14.1266649866012,5.73657229747919,2.89037175789616
"kajang 2","semenyih","selangor",869000,603,18,0,"terrace house",1,0,1,13.6750984042475,6.40191719672719,2.89037175789616
"taman jasa ria (jesselton hills)","bukit mertajam","penang",1043800,336,18,0,"semi d",1,0,1,13.8583784581914,5.8171111599632,2.89037175789616
"taman sejati lakeside","cyberjaya","selangor",1311150,587,18,0,"terrace house",1,0,1,14.0864151726767,6.3750248198281,2.89037175789616
"taman seri dagang 3","tanjong duabelas","selangor",386500,189,18,1,"semi d",0,1,0,12.8648871470096,5.24174701505964,2.89037175789616
"perumahan makmur kuala lanar jaya","kuala lipis","pahang",150000,48,18,0,"semi d",0,1,0,11.9183905730784,3.87120101090789,2.89037175789616
"pearl impiana","simpang ampat","penang",637000,504,18,1,"terrace house",1,0,1,13.3645249345543,6.22257626807137,2.89037175789616
"taman jasa intan fasa ii","bukit mertajam","penang",788800,434,18,0,"terrace house",1,0,1,13.5782680822706,6.07304453410041,2.89037175789616
"p/l 1280, kampung kolam","rompin","pahang",210000,129,18,0,"terrace house",1,0,1,12.2548628096996,4.85981240436167,2.89037175789616
"bk 2 - perumahan kinrara","bandar kinrara","selangor",674000,463,18,0,"terrace house",1,0,1,13.4209853898944,6.13772705408623,2.89037175789616
"taman sungai rambai damai","sungai rambai","melaka",304200,154,18,0,"terrace house",0,1,0,12.6254406588073,5.03695260241363,2.89037175789616
"tropicana golf & country resort","tropicana","selangor",2550000,580,18,1,"town house",0,1,0,14.7516039171346,6.36302810354046,2.89037175789616
"taman machang bubok","bukit mertajam","penang",480000,387,18,0,"terrace house",1,0,1,13.0815413828841,5.95842469302978,2.89037175789616
"taman subang mewah","subang jaya","selangor",665000,370,18,0,"terrace house",0,1,0,13.407542319638,5.91350300563827,2.89037175789616
"bukit anggerik","cheras","kuala lumpur",493000,308,18,0,"terrace house",0,1,0,13.1082644530248,5.73009978297357,2.89037175789616
"taman simpang bersatu","taiping","perak",528800,317,18,0,"terrace house",1,0,1,13.1783655675196,5.75890177387728,2.89037175789616
"taman ipoh jaya","ipoh","perak",234000,250,18,0,"terrace house",0,1,0,12.3630763943398,5.52146091786225,2.89037175789616
"taman bandar baru lahat","lahat","perak",255100,239,18,0,"terrace house",0,1,0,12.4494109041299,5.47646355193151,2.89037175789616
"bandar baru selayang","selayang","selangor",650000,396,18,0,"terrace house",0,1,0,13.3847276418718,5.98141421125448,2.89037175789616
"bandar manjalara","bandar menjalara","kuala lumpur",850000,599,18,0,"terrace house",0,1,0,13.6529916284665,6.39526159811545,2.89037175789616
"taman sungai besi indah","seri kembangan","selangor",480000,352,18,1,"terrace house",1,1,1,13.0815413828841,5.8636311755981,2.89037175789616
"taman intan perdana","telok kemang","negeri sembilan",220000,154,18,0,"terrace house",1,1,1,12.3013828253345,5.03695260241363,2.89037175789616
"medan klebang restu","chemor","perak",235000,172,18,0,"terrace house",1,0,1,12.3673407931263,5.14749447681345,2.89037175789616
"taman pertama indah ~ jalan bakri","bakri","johor",820000,373,18,0,"terrace house",1,0,1,13.6170596192404,5.92157841964382,2.89037175789616
"prima sp baiduri (sp 1)","sungai petani","kedah",270000,179,18,0,"terrace house",1,0,1,12.5061772379805,5.18738580584075,2.89037175789616
"desa pinggiran putra","dengkil","selangor",402500,203,18,1,"bungalow",0,1,0,12.9054503758408,5.31320597904179,2.89037175789616
"putrajaya presint 14","putrajaya","putrajaya",1260000,569,18,1,"bungalow",1,0,1,14.0466222789277,6.34388043412633,2.89037175789616
"taman bemban raya","batu gajah","perak",238000,154,18,0,"terrace house",0,1,0,12.3800259526536,5.03695260241363,2.89037175789616
"taman desa","taman desa","kuala lumpur",1425000,672,18,0,"terrace house",1,0,1,14.1696823716849,6.51025834052315,2.89037175789616
"taman kempas","tampoi","johor",390000,311,18,0,"terrace house",1,0,1,12.8739020181058,5.73979291217923,2.89037175789616
"putrajaya presint 11","putrajaya","putrajaya",880000,465,18,1,"semi d",1,0,1,13.6876771864544,6.14203740558736,2.89037175789616
"taman gembira","klang","selangor",532500,323,18,0,"terrace house",1,0,1,13.1853381765657,5.77765232322266,2.89037175789616
"taman salak idaman","sepang","selangor",396500,274,18,0,"terrace house",1,0,1,12.890431320057,5.61312810638807,2.89037175789616
"taman desa ilmu","kota samarahan","sarawak",170000,259,18,1,"apartment",0,1,0,12.0435537160324,5.55682806169954,2.89037175789616
"impian senibong apartment","permas jaya","johor",375000,367,18,0,"apartment",0,1,0,12.8346813049525,5.90536184805457,2.89037175789616
"taman bukit jambul","bukit jambul","penang",263000,311,18,0,"flat",1,0,1,12.4799093111599,5.73979291217923,2.89037175789616
"tropez residences","johor bahru","johor",395000,508,18,0,"service residence",1,0,1,12.8866410438833,6.23048144757848,2.89037175789616
"casa subang","subang jaya","selangor",550000,516,18,0,"service residence",1,0,1,13.2176735572087,6.24610676548156,2.89037175789616
"the pines residence","gelang patah","johor",330000,325,18,0,"apartment",0,1,0,12.7068479334427,5.78382518232974,2.89037175789616
